,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,rt,url,stimulus,key_press,npress,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,response
276,0,,html-keyboard-response,276,968700,0.0-7.24-2.24,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/8_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0,,html-keyboard-response,277,970211,0.0-7.24-3.24,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
278,0,,html-keyboard-response,278,970727,0.0-7.24-4.24,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,24.0,B,C,black,red,stars,moons,C,B,B,red,moons,1404.900000006,0.0,1.0,1,left,580.6999999881,8.0,1.0,1.0,,
279,0,,html-keyboard-response,279,972424,0.0-7.25-0.25,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1695.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
280,0,,html-keyboard-response,280,973671,0.0-7.25-1.25,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,745.2000000179,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
281,0,,html-keyboard-response,281,975184,0.0-7.25-2.25,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/9_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0,,html-keyboard-response,282,976697,0.0-7.25-3.25,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
283,0,,html-keyboard-response,283,977203,0.0-7.25-4.25,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,25.0,B,C,black,red,stars,moons,C,B,B,red,moons,1695.5,0.0,1.0,0,right,745.2000000179,9.0,1.0,1.0,,
284,0,,html-keyboard-response,284,978336,0.0-7.26-0.26,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1132.099999994,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
285,0,,html-keyboard-response,285,980576,0.0-7.26-1.26,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1731.1999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
286,0,,html-keyboard-response,286,982091,0.0-7.26-2.26,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/8_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0,,html-keyboard-response,287,983601,0.0-7.26-3.26,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0,,html-keyboard-response,288,984118,0.0-7.26-4.26,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,26.0,A,C,black,black,stars,moons,C,A,A,black,moons,1132.099999994,1.0,1.0,NA,left,1731.1999999881,8.0,1.0,1.0,,
289,0,,html-keyboard-response,289,985976,0.0-7.27-0.27,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1857.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
290,0,,html-keyboard-response,290,988768,0.0-7.27-1.27,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2281.900000006,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
291,0,,html-keyboard-response,291,990274,0.0-7.27-2.27,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/7_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
292,0,,html-keyboard-response,292,991797,0.0-7.27-3.27,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0,,html-keyboard-response,293,992303,0.0-7.27-4.27,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,27.0,A,D,red,black,stars,moons,D,A,A,black,moons,1857.0,1.0,1.0,NA,left,2281.900000006,7.0,1.0,1.0,,
294,0,,html-keyboard-response,294,994304,0.0-7.28-0.28,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1999.7000000179,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
295,0,,html-keyboard-response,295,995416,0.0-7.28-1.28,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,605.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
296,0,,html-keyboard-response,296,996926,0.0-7.28-2.28,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/4_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0,,html-keyboard-response,297,998438,0.0-7.28-3.28,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
298,0,,html-keyboard-response,298,998948,0.0-7.28-4.28,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,28.0,C,D,red,black,stars,stars,D,C,D,red,stars,1999.7000000179,0.0,0.0,1,left,605.5,4.0,0.0,0.0,,
299,0,,html-keyboard-response,299,1000536,0.0-7.29-0.29,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1586.7999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
300,0,,html-keyboard-response,300,1001688,0.0-7.29-1.29,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,650.2999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
301,0,,html-keyboard-response,301,1003199,0.0-7.29-2.29,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/7_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
302,0,,html-keyboard-response,302,1004712,0.0-7.29-3.29,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
303,0,,html-keyboard-response,303,1005228,0.0-7.29-4.29,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,29.0,B,C,black,red,stars,moons,C,B,B,red,moons,1586.7999999821,0.0,1.0,0,right,650.2999999821,7.0,1.0,1.0,,
304,0,,html-keyboard-response,304,1006911,0.0-7.30-0.30,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1681.6999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
305,0,,html-keyboard-response,305,1008056,0.0-7.30-1.30,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,636.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
306,0,,html-keyboard-response,306,1009560,0.0-7.30-2.30,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/3_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
307,0,,html-keyboard-response,307,1011085,0.0-7.30-3.30,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
308,0,,html-keyboard-response,308,1011601,0.0-7.30-4.30,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,30.0,B,D,red,red,stars,moons,D,B,B,red,moons,1681.6999999881,0.0,1.0,0,right,636.5,3.0,0.0,0.0,,
309,0,,html-keyboard-response,309,1013272,0.0-7.31-0.31,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1669.6999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
310,0,,html-keyboard-response,310,1014287,0.0-7.31-1.31,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,510.400000006,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
311,0,,html-keyboard-response,311,1015800,0.0-7.31-2.31,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
312,0,,html-keyboard-response,312,1017314,0.0-7.31-3.31,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
313,0,,html-keyboard-response,313,1017823,0.0-7.31-4.31,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,31.0,A,B,black,red,moons,moons,A,B,A,black,moons,1669.6999999881,1.0,1.0,NA,left,510.400000006,3.0,0.0,0.0,,
314,0,,html-keyboard-response,314,1019479,0.0-7.32-0.32,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1655.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
315,0,,html-keyboard-response,315,1020472,0.0-7.32-1.32,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,484.3999999762,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
316,0,,html-keyboard-response,316,1021984,0.0-7.32-2.32,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
317,0,,html-keyboard-response,317,1023497,0.0-7.32-3.32,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
318,0,,html-keyboard-response,318,1024008,0.0-7.32-4.32,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,32.0,C,D,red,black,stars,stars,D,C,D,red,stars,1655.0,0.0,0.0,1,left,484.3999999762,3.0,0.0,0.0,,
319,0,,html-keyboard-response,319,1025784,0.0-7.33-0.33,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1774.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
320,0,,html-keyboard-response,320,1026944,0.0-7.33-1.33,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,646.1999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
321,0,,html-keyboard-response,321,1028449,0.0-7.33-2.33,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/1_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
322,0,,html-keyboard-response,322,1029963,0.0-7.33-3.33,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
323,0,,html-keyboard-response,323,1030475,0.0-7.33-4.33,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,33.0,B,D,red,red,stars,moons,D,B,B,red,moons,1774.5,0.0,1.0,0,right,646.1999999881,1.0,0.0,0.0,,
324,0,,html-keyboard-response,324,1031295,0.0-7.34-0.34,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,819.599999994,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
325,0,,html-keyboard-response,325,1032784,0.0-7.34-1.34,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,986.1999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
326,0,,html-keyboard-response,326,1034294,0.0-7.34-2.34,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/6_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
