"","X","index","success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","prol_id","ctbl","sense_of_control_A","sense_of_control_B","sense_of_control_C","sense_of_control_D","age","gender","rt","url","stimulus","key_press","npress","is_data_trial","phase","trial","deck1","deck2","col1","col2","sym1","sym2","deck_l","deck_r","chosen_deck","chosen_col","chosen_sym","deck_rt","choose_choice","mutual_info","hidden_key","chosen_card","card_rt","player_num","win_card","outcome","mock_rating","response","responses","pair","soc_split_A","soc_split_B","soc_split_C","soc_split_D","choice_pair","mi_pair"
"24757",209,0,NA,"html-keyboard-response",209,658690,"0.0-7.11-4.11","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",11,"A","D","black","red","stars","moons","D","A","A","red","moons",1172.7000000477,1,1,NA,"left",696.7000000477,4,0,0,NA,NA,"","AD",1,1,1,1,"10","10"
"24762",214,0,NA,"html-keyboard-response",214,664988,"0.0-7.12-4.12","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",12,"A","C","red","red","stars","moons","C","A","C","red","stars",1191.8000000715,1,0,NA,"left",1068.5,2,0,0,NA,NA,"","AC",1,1,1,1,"11","10"
"24767",219,0,NA,"html-keyboard-response",219,671053,"0.0-7.13-4.13","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",13,"B","D","black","black","moons","stars","B","D","D","black","stars",1396.3000000715,0,0,1,"left",615.1000000238,4,0,0,NA,NA,"","BD",1,1,1,1,"00","01"
"24772",224,0,NA,"html-keyboard-response",224,676436,"0.0-7.14-4.14","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",14,"C","D","red","black","stars","stars","C","D","D","black","stars",743.8000000715,0,0,1,"left",594.4000000954,6,1,0,NA,NA,"","CD",1,1,1,1,"10","00"
"24777",229,0,NA,"html-keyboard-response",229,682752,"0.0-7.15-4.15","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",15,"A","B","red","black","moons","moons","A","B","A","red","moons",1388.8999999762,1,1,NA,"right",880.1000000238,10,1,1,NA,NA,"","AB",1,1,1,1,"10","11"
"24782",234,0,NA,"html-keyboard-response",234,688687,"0.0-7.16-4.16","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",16,"A","B","red","black","moons","moons","A","B","A","red","moons",1441.1000000238,1,1,NA,"left",457.8999999762,1,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"24787",239,0,NA,"html-keyboard-response",239,694105,"0.0-7.17-4.17","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",17,"C","D","red","black","stars","stars","C","D","D","black","stars",874,0,0,1,"left",512.8000000715,1,0,1,NA,NA,"","CD",1,1,1,1,"10","00"
"24792",244,0,NA,"html-keyboard-response",244,700398,"0.0-7.18-4.18","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",18,"C","D","black","red","stars","stars","D","C","C","red","stars",1841.6000000238,1,0,NA,"right",389.6000000238,8,1,1,NA,NA,"","CD",1,1,1,1,"10","00"
"24797",249,0,NA,"html-keyboard-response",249,706532,"0.0-7.19-4.19","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",19,"B","C","black","red","moons","stars","B","C","B","black","moons",1673.3000000715,0,1,1,"left",414.5,7,1,1,NA,NA,"","BC",1,1,1,1,"10","01"
"24802",254,0,NA,"html-keyboard-response",254,712895,"0.0-7.20-4.20","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",20,"B","D","black","black","stars","moons","D","B","B","black","moons",1923,0,1,1,"left",391.8999999762,3,0,0,NA,NA,"","BD",1,1,1,1,"00","01"
"24807",259,0,NA,"html-keyboard-response",259,718911,"0.0-7.21-4.21","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",21,"B","D","black","black","stars","moons","D","B","D","black","stars",1462.8999999762,0,0,0,"right",507.7000000477,1,0,1,NA,NA,"","BD",1,1,1,1,"00","01"
"24812",264,0,NA,"html-keyboard-response",264,724311,"0.0-7.22-4.22","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",22,"B","D","black","black","stars","moons","D","B","D","black","stars",954.3999999762,0,0,0,"right",405.2000000477,7,1,1,NA,NA,"","BD",1,1,1,1,"00","01"
"24817",269,0,NA,"html-keyboard-response",269,729714,"0.0-7.23-4.23","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",23,"A","D","red","black","moons","stars","A","D","D","black","stars",1078.3999999762,0,0,0,"right",287.8999999762,10,1,0,NA,NA,"","AD",1,1,1,1,"10","10"
"24822",274,0,NA,"html-keyboard-response",274,736041,"0.0-7.24-4.24","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",24,"A","B","black","red","moons","moons","B","A","A","red","moons",1355,1,1,NA,"left",921.6000000238,4,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"24832",284,0,NA,"html-keyboard-response",284,747755,"0.0-7.26-4.26","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",26,"B","C","black","red","moons","stars","B","C","C","red","stars",978.5,1,0,NA,"left",747.8000000715,8,1,1,NA,NA,"","BC",1,1,1,1,"10","01"
"24837",289,0,NA,"html-keyboard-response",289,753269,"0.0-7.27-4.27","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",27,"C","D","red","black","stars","stars","C","D","C","red","stars",887.5,1,0,NA,"right",582.1999999285,6,1,1,NA,NA,"","CD",1,1,1,1,"10","00"
"24842",294,0,NA,"html-keyboard-response",294,758452,"0.0-7.28-4.28","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",28,"C","D","red","black","stars","stars","C","D","C","red","stars",726.2999999523,1,0,NA,"left",397.7999999523,6,1,1,NA,NA,"","CD",1,1,1,1,"10","00"
"24847",299,0,NA,"html-keyboard-response",299,764399,"0.0-7.29-4.29","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",29,"B","C","red","black","stars","moons","C","B","C","red","stars",1358.1000000238,1,0,NA,"right",529.0999999046,3,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"24852",304,0,NA,"html-keyboard-response",304,771097,"0.0-7.30-4.30","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",30,"B","C","black","red","moons","stars","B","C","B","black","moons",1926.2999999523,0,1,1,"left",698,4,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"24857",309,0,NA,"html-keyboard-response",309,776417,"0.0-7.31-4.31","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",31,"A","D","red","black","moons","stars","A","D","D","black","stars",768.5999999046,0,0,1,"left",482,2,0,1,NA,NA,"","AD",1,1,1,1,"10","10"
"24862",314,0,NA,"html-keyboard-response",314,781865,"0.0-7.32-4.32","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",32,"C","D","red","black","stars","stars","C","D","C","red","stars",688.6999999285,1,0,NA,"left",727.3999999762,3,0,1,NA,NA,"","CD",1,1,1,1,"10","00"
"24867",319,0,NA,"html-keyboard-response",319,787340,"0.0-7.33-4.33","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",33,"A","B","red","black","moons","moons","A","B","B","black","moons",1013,0,1,0,"right",405.5999999046,1,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"24872",324,0,NA,"html-keyboard-response",324,792641,"0.0-7.34-4.34","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",34,"C","D","black","red","stars","stars","D","C","D","black","stars",847,0,0,1,"left",394.5999999046,10,1,0,NA,NA,"","CD",1,1,1,1,"10","00"
"24877",329,0,NA,"html-keyboard-response",329,798578,"0.0-7.35-4.35","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",35,"B","D","black","black","stars","moons","D","B","D","black","stars",1097.5,0,0,1,"left",780.2000000477,1,0,0,NA,NA,"","BD",1,1,1,1,"00","01"
"24882",334,0,NA,"html-keyboard-response",334,805048,"0.0-7.36-4.36","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",36,"B","D","black","black","moons","stars","B","D","D","black","stars",1708.4000000954,0,0,0,"right",733.1000000238,9,1,0,NA,NA,"","BD",1,1,1,1,"00","01"
"24902",354,0,NA,"html-keyboard-response",354,827711,"0.0-7.40-4.40","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",40,"B","C","black","red","moons","stars","B","C","B","black","moons",1614.3999999762,0,1,1,"left",415.2999999523,4,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"24907",359,0,NA,"html-keyboard-response",359,833097,"0.0-7.41-4.41","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",41,"B","C","red","black","stars","moons","C","B","C","red","stars",963.2000000477,1,0,NA,"left",385.5,1,0,1,NA,NA,"","BC",1,1,1,1,"10","01"
"24912",364,0,NA,"html-keyboard-response",364,838391,"0.0-7.42-4.42","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",42,"A","C","red","red","stars","moons","C","A","A","red","moons",989,1,1,NA,"right",265.7000000477,10,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"24922",374,0,NA,"html-keyboard-response",374,849407,"0.0-7.44-4.44","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",44,"A","C","red","red","stars","moons","C","A","C","red","stars",1242.1999999285,1,0,NA,"right",607.2000000477,2,0,1,NA,NA,"","AC",1,1,1,1,"11","10"
"24927",379,0,NA,"html-keyboard-response",379,855072,"0.0-7.45-4.45","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",45,"A","D","black","red","stars","moons","D","A","D","black","stars",1252.5,0,0,0,"right",364.3999999762,8,1,1,NA,NA,"","AD",1,1,1,1,"10","10"
"24932",384,0,NA,"html-keyboard-response",384,860631,"0.0-7.46-4.46","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",46,"C","D","black","red","stars","stars","D","C","C","red","stars",1344.5,1,0,NA,"right",177.2999999523,8,1,0,NA,NA,"","CD",1,1,1,1,"10","00"
"24937",389,0,NA,"html-keyboard-response",389,865914,"0.0-7.47-4.47","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",47,"A","B","black","red","moons","moons","B","A","B","black","moons",751.6999999285,0,1,0,"right",444.2000000477,1,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"24942",394,0,NA,"html-keyboard-response",394,871344,"0.0-7.48-4.48","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",48,"B","D","black","black","moons","stars","B","D","D","black","stars",753.8999999762,0,0,1,"left",631.3000000715,8,1,1,NA,NA,"","BD",1,1,1,1,"00","01"
"24947",399,0,NA,"html-keyboard-response",399,878244,"0.0-7.49-4.49","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",49,"A","D","red","black","moons","stars","A","D","A","red","moons",2013.1999999285,1,1,NA,"left",830.8999999762,8,1,1,NA,NA,"","AD",1,1,1,1,"10","10"
"24952",404,0,NA,"html-keyboard-response",404,883779,"0.0-7.50-4.50","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",50,"A","D","black","red","stars","moons","D","A","A","red","moons",1101.1000000238,1,1,NA,"right",383.1999999285,2,0,0,NA,NA,"","AD",1,1,1,1,"10","10"
"24962",414,0,NA,"html-keyboard-response",414,894799,"0.0-7.52-4.52","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",52,"A","D","black","red","stars","moons","D","A","D","black","stars",1057.3000000715,0,0,1,"left",677.1999999285,1,0,1,NA,NA,"","AD",1,1,1,1,"10","10"
"24967",419,0,NA,"html-keyboard-response",419,900043,"0.0-7.53-4.53","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",53,"A","C","red","red","moons","stars","A","C","C","red","stars",771.7999999523,1,0,NA,"right",427.0999999046,6,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"24972",424,0,NA,"html-keyboard-response",424,905816,"0.0-7.54-4.54","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",54,"B","C","black","red","moons","stars","B","C","B","black","moons",1252.3999999762,0,1,1,"left",461.8000000715,10,1,1,NA,NA,"","BC",1,1,1,1,"10","01"
"24982",434,0,NA,"html-keyboard-response",434,916139,"0.0-7.56-4.56","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",56,"A","D","red","black","moons","stars","A","D","D","black","stars",765.7000000477,0,0,1,"left",316.1999999285,10,1,0,NA,NA,"","AD",1,1,1,1,"10","10"
"24987",439,0,NA,"html-keyboard-response",439,921528,"0.0-7.57-4.57","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",57,"A","B","red","black","moons","moons","A","B","A","red","moons",727.1000000238,1,1,NA,"right",611.2999999523,9,1,1,NA,NA,"","AB",1,1,1,1,"10","11"
"24992",444,0,NA,"html-keyboard-response",444,926515,"0.0-7.58-4.58","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",58,"A","B","black","red","moons","moons","B","A","B","black","moons",557.0999999046,0,1,0,"right",367.8999999762,7,1,1,NA,NA,"","AB",1,1,1,1,"10","11"
"24997",449,0,NA,"html-keyboard-response",449,931832,"0.0-7.59-4.59","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",59,"A","D","black","red","stars","moons","D","A","A","red","moons",762.8999999762,1,1,NA,"right",492.6999999285,1,0,0,NA,NA,"","AD",1,1,1,1,"10","10"
"25002",454,0,NA,"html-keyboard-response",454,936963,"0.0-7.60-4.60","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",60,"A","C","red","red","stars","moons","C","A","C","red","stars",678.3000000715,1,0,NA,"left",398.7000000477,4,0,1,NA,NA,"","AC",1,1,1,1,"11","10"
"25007",459,0,NA,"html-keyboard-response",459,941945,"0.0-7.61-4.61","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",61,"A","C","red","red","moons","stars","A","C","C","red","stars",554.6000000238,1,0,NA,"right",386.7999999523,9,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"25012",464,0,NA,"html-keyboard-response",464,947296,"0.0-7.62-4.62","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",62,"A","B","black","red","moons","moons","B","A","B","black","moons",528.3999999762,0,1,0,"right",767.3999999762,1,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"25017",469,0,NA,"html-keyboard-response",469,952411,"0.0-7.63-4.63","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",63,"B","C","red","black","stars","moons","C","B","C","red","stars",507.1999999285,1,0,NA,"left",555.4000000954,1,0,1,NA,NA,"","BC",1,1,1,1,"10","01"
"25022",474,0,NA,"html-keyboard-response",474,958991,"0.0-7.64-4.64","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",64,"B","D","black","black","stars","moons","D","B","B","black","moons",1836.3000000715,0,1,0,"right",695.5,8,1,1,NA,NA,"","BD",1,1,1,1,"00","01"
"25027",479,0,NA,"html-keyboard-response",479,965425,"0.0-7.65-4.65","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",65,"A","C","red","red","stars","moons","C","A","C","red","stars",1403.9000000954,1,0,NA,"left",972.5,2,0,1,NA,NA,"","AC",1,1,1,1,"11","10"
"25037",489,0,NA,"html-keyboard-response",489,976065,"0.0-7.67-4.67","e0yq6gosqh","2022-09-19 17:10:15.814","631222ec555b5a004a2f25f8",1,90,58,89,45,"31","male",NA,"","",NA,NA,"true","choice",67,"B","C","red","black","stars","moons","C","B","C","red","stars",866.1000000238,1,0,NA,"right",473.6999999285,8,1,1,NA,NA,"","BC",1,1,1,1,"10","01"
"25232",164,0,NA,"html-keyboard-response",164,404200,"0.0-7.0-4.0","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",0,"C","D","black","red","stars","stars","D","C","C","red","stars",2083.8000000119,1,0,NA,"right",1174.2999999821,2,0,1,NA,NA,"","CD",1,0,1,1,"10","00"
"25237",169,0,NA,"html-keyboard-response",169,410145,"0.0-7.1-4.1","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",1,"A","C","red","red","stars","moons","C","A","C","red","stars",1053.599999994,1,0,NA,"left",880,1,0,0,NA,NA,"","AC",1,0,1,1,"11","10"
"25242",174,0,NA,"html-keyboard-response",174,415615,"0.0-7.2-4.2","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",2,"A","D","red","black","moons","stars","A","D","D","black","stars",761.099999994,0,0,1,"left",695.099999994,6,1,1,NA,NA,"","AD",1,0,1,1,"10","10"
"25247",179,0,NA,"html-keyboard-response",179,421311,"0.0-7.3-4.3","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",3,"A","C","red","red","stars","moons","C","A","A","red","moons",793.1999999881,1,1,NA,"right",890.7000000179,2,0,0,NA,NA,"","AC",1,0,1,1,"11","10"
"25252",184,0,NA,"html-keyboard-response",184,427120,"0.0-7.4-4.4","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",4,"A","C","red","red","moons","stars","A","C","C","red","stars",851.400000006,1,0,NA,"left",947.1000000238,4,0,0,NA,NA,"","AC",1,0,1,1,"11","10"
"25257",189,0,NA,"html-keyboard-response",189,432441,"0.0-7.5-4.5","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",5,"A","D","red","black","moons","stars","A","D","D","black","stars",870.2000000179,0,0,1,"left",436.3000000119,2,0,0,NA,NA,"","AD",1,0,1,1,"10","10"
"25262",194,0,NA,"html-keyboard-response",194,438310,"0.0-7.6-4.6","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",6,"C","D","black","red","stars","stars","D","C","C","red","stars",700.099999994,1,0,NA,"left",1158.1999999881,10,1,0,NA,NA,"","CD",1,0,1,1,"10","00"
"25267",199,0,NA,"html-keyboard-response",199,443431,"0.0-7.7-4.7","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",7,"B","D","black","black","stars","moons","D","B","B","black","moons",669.5,0,1,0,"right",438.7999999821,6,1,1,NA,NA,"","BD",1,0,1,1,"00","01"
"25272",204,0,NA,"html-keyboard-response",204,448675,"0.0-7.8-4.8","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",8,"A","D","black","red","stars","moons","D","A","A","red","moons",651.099999994,1,1,NA,"right",580,2,0,0,NA,NA,"","AD",1,0,1,1,"10","10"
"25277",209,0,NA,"html-keyboard-response",209,455797,"0.0-7.9-4.9","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",9,"B","D","black","black","moons","stars","B","D","B","black","moons",2154.099999994,0,1,0,"right",955.3999999762,4,0,0,NA,NA,"","BD",1,0,1,1,"00","01"
"25282",214,0,NA,"html-keyboard-response",214,462263,"0.0-7.10-4.10","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",10,"A","B","black","red","moons","moons","B","A","A","red","moons",1343.099999994,1,1,NA,"left",1109.8999999762,4,0,0,NA,NA,"","AB",1,0,1,1,"10","11"
"25287",219,0,NA,"html-keyboard-response",219,467281,"0.0-7.11-4.11","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",11,"A","D","black","red","stars","moons","D","A","D","black","stars",557.7000000179,0,0,1,"left",446.1999999881,7,1,1,NA,NA,"","AD",1,0,1,1,"10","10"
"25292",224,0,NA,"html-keyboard-response",224,472464,"0.0-7.12-4.12","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",12,"A","B","red","black","moons","moons","A","B","B","black","moons",759.7000000179,0,1,0,"right",410.5,7,1,1,NA,NA,"","AB",1,0,1,1,"10","11"
"25297",229,0,NA,"html-keyboard-response",229,478029,"0.0-7.13-4.13","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",13,"C","D","black","red","stars","stars","D","C","D","black","stars",1030.3000000119,0,0,1,"left",521.2000000179,2,0,0,NA,NA,"","CD",1,0,1,1,"10","00"
"25302",234,0,NA,"html-keyboard-response",234,483125,"0.0-7.14-4.14","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",14,"A","D","red","black","moons","stars","A","D","D","black","stars",598.6999999881,0,0,1,"left",482.3000000119,2,0,0,NA,NA,"","AD",1,0,1,1,"10","10"
"25307",239,0,NA,"html-keyboard-response",239,488941,"0.0-7.15-4.15","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",15,"B","D","black","black","stars","moons","D","B","D","black","stars",1212.7000000179,0,0,1,"left",594.1999999881,8,1,0,NA,NA,"","BD",1,0,1,1,"00","01"
"25322",254,0,NA,"html-keyboard-response",254,505831,"0.0-7.18-4.18","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",18,"B","D","black","black","moons","stars","B","D","D","black","stars",1397,0,0,1,"left",557.599999994,8,1,1,NA,NA,"","BD",1,0,1,1,"00","01"
"25327",259,0,NA,"html-keyboard-response",259,512215,"0.0-7.19-4.19","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",19,"C","D","red","black","stars","stars","C","D","C","red","stars",1156.3999999762,1,0,NA,"left",1216.099999994,9,1,1,NA,NA,"","CD",1,0,1,1,"10","00"
"25332",264,0,NA,"html-keyboard-response",264,518473,"0.0-7.20-4.20","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",20,"B","C","red","black","stars","moons","C","B","C","red","stars",996.099999994,1,0,NA,"right",1248.1999999881,10,1,0,NA,NA,"","BC",1,0,1,1,"10","01"
"25342",274,0,NA,"html-keyboard-response",274,530566,"0.0-7.22-4.22","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",22,"A","C","red","red","moons","stars","A","C","C","red","stars",1248,1,0,NA,"right",896.2999999821,1,0,1,NA,NA,"","AC",1,0,1,1,"11","10"
"25347",279,0,NA,"html-keyboard-response",279,536186,"0.0-7.23-4.23","e2z84lzbop","2022-09-19 17:33:39.500","632085a9bf72d10d30d799c6",1,79,42,60,42,"26","Male",NA,"","",NA,NA,"true","choice",23,"A","D","black","red","stars","moons","D","A","D","black","stars",979.099999994,0,0,0,"right",627.900000006,8,1,0,NA,NA,"","AD",1,0,1,1,"10","10"
